Scan Number	MS Level	Retention Time	Ion Injection Time (ms)	BPI	TIC
174	2	0.459741188283333	0.39	150610800	806886720
175	2	0.461694817066667	0.39	159722992	847007488
176	2	0.463648898133333	7.379	11348334	59367388
177	2	0.466842503733333	7.379	11843139	59217288
178	2	0.4700340168	7.379	11109303	55342720
179	2	0.473219212266667	7.046	5045392.5	78758360
180	2	0.4744593984	17.819	2344463.25	20584432
181	2	0.4778835624	8.492	6286211	28084100
182	2	0.481095770933333	8.492	8999787	37343728
183	2	0.484308256	8.492	8157263.5	35773796
184	2	0.4875474136	27.429	2249647	11269026
185	2	0.49107447815	27.429	2048548	10576154
186	2	0.494601162916667	27.429	2234073	11282931
187	1	0.4991539296	0.204	676018432	2014619904
188	2	0.499496951733333	0.326	273372768	1858310784
189	2	0.501788404266667	0.353	187860704	1221959040
190	2	0.5030113664	6.786	7715670.5	114991136
191	2	0.50751111575	0.347	288033280	1628355200
192	2	0.509841711483333	0.347	227804912	1354313728
193	2	0.51179393575	0.347	264266752	1554481664
194	2	0.513747753866667	0.396	145773376	790356480
195	2	0.515701806133333	0.396	145545200	759265472
196	2	0.517653816266667	0.396	159010432	844570048
197	2	0.51964329895	5.442	12079515	60027896
198	2	0.522805837866667	5.442	12476043	62897224
199	2	0.5259679224	5.442	11353541	57355796
200	2	0.529119776516667	7.504	4950904	78961504
201	2	0.530353313316667	24.176	2148915	18771112
202	2	0.533778337866667	7.253	8489910	35663304
203	2	0.536975836016667	7.253	8687787	37236140
204	2	0.540167094133333	7.253	8433465	37445024
205	2	0.5433605208	32.025	1977637.875	10109551
206	2	0.5469644904	32.025	1658700.375	8623998
207	2	0.550568413333333	32.025	2057179.375	10556525
208	1	0.555206765583333	0.189	732084032	2247241472
209	2	0.555551676266667	0.329	261268704	1755724672
210	2	0.557841270933333	0.354	172090896	1101140480
211	2	0.5590640384	5.011	8135729	119049376
212	2	0.563261422383333	0.341	251709152	1484788992
213	2	0.565296519983333	0.341	249465312	1474127360
214	2	0.567248490116667	0.341	258193632	1521363072
215	2	0.56919835625	0.393	165944224	862455616
216	2	0.571150364783333	0.393	151821152	779989376
217	2	0.573102346916667	0.393	151409200	800003904
218	2	0.57505433465	6.921	11848452	60345640
219	2	0.578241653866667	6.921	11509270	57634468
220	2	0.581429086383333	6.921	11476598	57374492
221	2	0.58460381625	6.631	4945427.5	78481952
222	2	0.585837084516667	28.755	4344279.5	21121656
223	2	0.58912444985	10.413	8096567	34646624
224	2	0.59236992905	10.413	7908233.5	33347042
225	2	0.595613465316667	10.413	7693732	33581956
226	2	0.598855032516667	40.74	1697311.125	8669632
227	2	0.60260466665	40.74	1754766.875	8622639
228	2	0.606354430916667	40.74	1754069.125	9131088
229	1	0.611128045333333	0.218	728744000	2192458240
230	2	0.61147312985	0.323	292368768	1956205184
231	2	0.613764640533333	0.352	193271456	1237221248
232	2	0.614985393583333	6.348	7539935	109793984
233	2	0.619533199733333	0.372	270616864	1597299968
234	2	0.6215367896	0.372	250983664	1473805824
235	2	0.623491133066667	0.372	251027008	1451801600
236	2	0.625442806133333	0.413	138573904	725079744
237	2	0.627401110133333	0.413	158098560	834818368
238	2	0.629355027466667	0.413	163908976	839278208
239	2	0.631309097866667	6.852	12050767	60235220
240	2	0.634492388	6.852	11213251	57131572
241	2	0.637675467466667	6.852	10871525	55568300
242	2	0.640848102933333	9.422	4691158	75615800
243	2	0.642075481333333	30.53	1953633.625	17742748
244	2	0.645693938133333	8.868	8181323	34508112
245	2	0.648912177066667	8.868	8258287.5	35798236
246	2	0.652141446666667	8.868	8371970	35940544
247	2	0.655361938933333	24.377	2035636.25	10761960
248	2	0.658838598116667	24.377	2217345.25	11252428
249	2	0.6623154808	24.377	2178628.25	10982591
250	1	0.666816338666667	0.136	809354816	2369126400
251	2	0.667161101066667	0.353	289666240	1947955712
252	2	0.669448527716667	0.369	186452768	1209627008
253	2	0.67067153065	6.078	7756021.5	114496464
254	2	0.6750585096	0.294	262248096	1553923584
255	2	0.677185239716667	0.294	259937856	1564657024
256	2	0.679137468516667	0.294	239685136	1387446272
257	2	0.681089202383333	0.311	147280528	783887104
258	2	0.683036973583333	0.311	169750112	875317696
259	2	0.684984756533333	0.311	175034064	889159232
260	2	0.6869703592	7.421	11560274	58432064
261	2	0.6901636672	7.421	10993962	57488512
262	2	0.6933572048	7.421	10985670	56756008
263	2	0.69654048265	24.784	6433131.5	27592344
264	2	0.697765403716667	7.921	4801199.5	77589168
265	2	0.70024871225	19.114	10351276	13085653
266	2	0.703633669866667	19.114	9390111	12085490
267	2	0.707019070933333	19.114	8892331	11339646
268	2	0.710408625616667	11.565	8120042	34593236
269	2	0.713670516	11.565	8199391	34893784
270	2	0.716943264816667	11.565	8144150.5	36133936
271	1	0.721239926933333	0.172	698818048	2130564480
272	2	0.7215849424	0.279	305788032	2024580096
273	2	0.723874431216667	0.288	162928848	1043566656
274	2	0.725097188533333	6.755	7662815.5	112331472
275	2	0.729155104516667	0.3	270962144	1617872768
276	2	0.73136929145	0.3	251832768	1496502656
277	2	0.73331922745	0.3	255042672	1516776576
278	2	0.735271177583333	0.325	153235920	823560000
279	2	0.73722311545	0.325	147213792	765829120
280	2	0.739173218916667	0.325	159957728	820206400
281	2	0.741123006116667	6.769	11343323	58110220
282	2	0.74430605385	6.769	11644683	59334060
283	2	0.747487174116667	6.769	11812382	59940052
284	2	0.750659799983333	10.164	4574132	71626936
285	2	0.7518827592	24.353	2199652.5	19602390
286	2	0.755491060016667	12.973	7753219.5	32857958
287	2	0.75877602775	12.973	7276943	32185250
288	2	0.7620699376	12.973	7721448	34024356
289	2	0.765354718666667	20.778	1990385.75	10621470
290	2	0.768769208266667	20.778	2157074.5	11204832
291	2	0.772187963733333	20.778	1932824.25	10469434
292	1	0.776640881066667	0.235	628912640	1946188800
293	2	0.776987582116667	0.284	292311968	1982240256
294	2	0.77927691785	0.298	188942768	1198038784
295	2	0.780497878666667	6.18	7456676	109141648
296	2	0.784824998933333	0.361	261856800	1493181952
297	2	0.7869803736	0.361	239286416	1428877312
298	2	0.788938710383333	0.361	277198368	1609992832
299	2	0.790888453066667	0.383	146761536	762684672
300	2	0.792842801066667	0.383	149699024	771396096
301	2	0.794794493333333	0.383	159332064	830616960
302	2	0.796746576	6.378	11602608	59103472
303	2	0.799921485866667	6.378	11448883	60075712
304	2	0.803098196	6.378	10189801	52868708
305	2	0.806268808	10.381	4484881.5	71598904
306	2	0.8074981072	18.989	2413592.75	20657552
307	2	0.811064655466667	11.439	7490074	32149462
308	2	0.814326970666667	11.439	7682106.5	34027704
309	2	0.8175869056	11.439	7492753.5	32949248
310	2	0.8208722304	34.59	1915231.375	10066712
311	2	0.824517617066667	34.59	1925130	9993155
312	2	0.828161186133333	34.59	1910803.25	10093340
313	1	0.832830758666667	0.191	699974464	2069718656
314	2	0.833175510383333	0.343	272853312	1854268032
315	2	0.835465378133333	0.353	195084544	1276779008
316	2	0.836688205333333	5.874	7801922	116503592
317	2	0.841375793866667	0.361	252585552	1456741376
318	2	0.843476792533333	0.361	252650064	1489243648
319	2	0.8454247928	0.361	237398320	1399044096
320	2	0.847376496533333	0.405	164901936	862676928
321	2	0.8493264304	0.405	151578400	766770240
322	2	0.851280475466667	0.405	156300192	819503296
323	2	0.853263695733333	8.798	11134791	56526196
324	2	0.8564802184	8.798	10567247	55006732
325	2	0.859694546133333	8.798	10710658	55445036
326	2	0.862900798933333	26.803	6124448	25967878
327	2	0.864134270916667	7.353	5102912.5	79676208
328	2	0.866744196783333	22.645	9616904	12219265
329	2	0.870190069583333	22.645	9596916	12306977
330	2	0.873635691183333	22.645	9787229	12415507
331	2	0.877080970666667	10.537	7866741.5	34448896
332	2	0.880324748266667	10.537	7226288	31733992
333	2	0.883570147983333	10.537	7795910	34854296
334	1	0.887849983466667	0.16	760963712	2254986752
335	2	0.888195006133333	0.342	267396976	1772850688
336	2	0.890484696266667	0.36	180111776	1177013248
337	2	0.891705352266667	8.043	7432007	108059528
338	2	0.896107122383333	0.323	266152864	1606225152
339	2	0.8985149088	0.323	253534000	1525575296
340	2	0.9004669048	0.323	239546560	1451090048
341	2	0.902418873333333	0.357	147650160	750105728
342	2	0.904370854116667	0.357	150347008	821519680
343	2	0.9063208864	0.357	158301584	829099648
344	2	0.908279019733333	6.903	11978304	60342040
345	2	0.911468541066667	6.903	11946962	59743220
346	2	0.914653573583333	6.903	11295987	57848620
347	2	0.917828545066667	9.584	4436608.5	72641512
348	2	0.919063782133333	24.727	2124875.5	18798790
349	2	0.922609645866667	11.326	7570156	32593810
350	2	0.925867440533333	11.326	7684495	33997788
351	2	0.92912560215	11.326	8089964	35780028
352	2	0.932385810383333	28.174	1833064.5	9885773
353	2	0.93592531625	28.174	1979262.625	10545689
354	2	0.939462505316667	28.174	2134612	11139916
355	1	0.944025728533333	0.195	765952640	2265300992
356	2	0.9443684424	0.306	282128800	1917429504
357	2	0.946658156533333	0.322	194948768	1263043712
358	2	0.94788298745	6.254	7797857.5	112730552
359	2	0.95242208745	0.319	281800576	1632087296
360	2	0.954459250666667	0.319	237739808	1429409792
361	2	0.9564091432	0.319	258820016	1525662848
362	2	0.958359278933333	0.342	152193536	821690048
363	2	0.9603089768	0.342	161478080	825529280
364	2	0.962258796266667	0.342	149216784	782918720
365	2	0.964208760266667	6.473	10997810	57018328
366	2	0.967385796533333	6.473	10794974	56613800
367	2	0.970562509333333	6.473	10632676	57399924
368	2	0.973729125866667	7.962	4590817	75109920
369	2	0.974962658133333	25.682	2107361	18725676
370	2	0.9783015416	7.096	7914823	35396020
371	2	0.981488945333333	7.096	8576413	36677928
372	2	0.984676204	7.096	8298115	36990056
373	2	0.9878886784	35.614	1903764.625	9969454
374	2	0.9915532752	35.614	1926716.75	9959616
375	2	0.995213030933333	35.614	1972384.5	10369317
376	1	0.999898973866667	0.209	807679808	2387382016
377	2	1.00024408	0.302	297825472	1991826048
378	2	1.0025336384	0.314	198309840	1307282560
379	2	1.00375473705	5.963	7890774.5	115973864
380	2	1.0082895728	0.353	281665728	1674526208
381	2	1.01042659946667	0.353	238940912	1419203328
382	2	1.01237644908333	0.353	252745760	1485807616
383	2	1.0143284256	0.382	163627184	849658368
384	2	1.0162867856	0.382	147293776	773815488
385	2	1.01823675973333	0.382	153372848	806295936
386	2	1.02022184346667	5.395	11523162	59771724
387	2	1.0233820672	5.395	10755475	56848508
388	2	1.02654227521667	5.395	11354710	58704420
389	2	1.029694356	6.229	5315606.5	82335368
390	2	1.03091520053333	29.621	2161086	19091620
391	2	1.03679630266667	5.856	7842993.5	35180532
392	2	1.04202307626667	5.856	7881579.5	35046492
393	2	1.04519736453333	5.856	8162822	37598620
394	2	1.04836382693333	20.159	1969740.875	10726890
395	2	1.05176989866667	20.159	1972053.625	11004008
396	2	1.05530298293333	20.159	2097335.5	11499026
397	1	1.05973089546667	0.15	785120576	2377644544
398	2	1.06007372426667	0.335	312888704	2068429056
399	2	1.06237150665	0.35	176567696	1139255808
400	2	1.06358828558333	4.97	8258728	122888440
401	2	1.06852537971667	0.299	261825920	1535303296
402	2	1.07056650666667	0.299	253937600	1509925760
403	2	1.07251844398333	0.299	274638336	1606687232
404	2	1.07447042691667	0.332	161885520	814886912
405	2	1.07642236425	0.332	150994688	794150272
406	2	1.07837224825	0.332	158244400	816856192
407	2	1.08032217678333	7.297	10519796	55944912
408	2	1.08351369785	7.297	10370921	54363384
409	2	1.08674051518333	7.297	10090545	53503100
410	2	1.08992161651667	5.104	5492094	86651896
411	2	1.09115306558333	18.415	2468985.5	21820752
412	2	1.09438629305	10.729	7535842	33542948
413	2	1.09763362238333	10.729	7221382.5	32731226
414	2	1.10088343493333	10.729	7424108	32847652
415	2	1.10413325546667	26.525	1955275.75	10513837
416	2	1.1076433896	26.525	2069790	11219276
417	2	1.11115359573333	26.525	1966879.375	10737567
418	1	1.11568972853333	0.271	757448192	2210181120
419	2	1.11603488773333	0.283	310337376	2020176640
420	2	1.11832626453333	0.301	196439472	1288810240
421	2	1.11955979546667	6.378	7688713.5	113079256
422	2	1.12413626186667	0.361	261236288	1502451712
423	2	1.12643170266667	0.361	261850112	1545668224
424	2	1.12838363386667	0.361	258719328	1438699776
425	2	1.13033766265	0.396	152284352	819095808
426	2	1.13229173413333	0.396	155093392	818473856
427	2	1.1342458792	0.396	151763088	807847232
428	2	1.1361979104	8.077	10376067	55891552
429	2	1.13940176773333	8.077	10033236	53268520
430	2	1.14260816053333	8.077	10830146	57047376
431	2	1.14580785866667	9.468	4384694	70740152
432	2	1.1470454296	23.633	2383245	20978108
433	2	1.15056584906667	8.605	7459417.5	33243126
434	2	1.1537949136	8.605	8177638	36858576
435	2	1.15700897306667	8.605	7694436	35548448
436	2	1.1602213216	27.22	2118401.75	11067128
437	2	1.16374196266667	27.22	2085777.25	10727412
438	2	1.16726695866667	27.22	2086764.125	11195068
439	1	1.1718136336	0.188	675844160	2115810816
440	2	1.17215837415	0.343	276307712	1898801664
441	2	1.17444768345	0.361	192738768	1252110208
442	2	1.1756706472	7.412	7429919.5	111089264
443	2	1.18035564346667	0.344	261266672	1540229760
444	2	1.18265934801667	0.344	237915184	1438155904
445	2	1.18460711573333	0.344	229654608	1365737344
446	2	1.18659241813333	0.38	166051968	882810112
447	2	1.18854650506667	0.38	158611344	817582976
448	2	1.19049848613333	0.38	150203120	787962880
449	2	1.19245258585	6.35	10567386	55366176
450	2	1.19563627011667	6.35	10213750	54255364
451	2	1.198812592	6.35	10617591	56388664
452	2	1.2019791408	7.466	4974440.5	76945168
453	2	1.20321261038333	25.134	2202526.5	19867260
454	2	1.20648340158333	11.781	8043045.5	35887288
455	2	1.20974941705	11.781	7022384	31465498
456	2	1.21301166906667	11.781	7527406.5	33642428
457	2	1.21627839625	39.765	1912255.125	10002485
458	2	1.22003214371667	39.765	1935661.875	10279829
459	2	1.22376097466667	39.765	1907356.5	10379508
460	1	1.2285158048	0.185	718978624	2168942080
461	2	1.22885650933333	0.326	302728512	1993419520
462	2	1.23115035866667	0.343	197175056	1265055872
463	2	1.23237123306667	5.728	8035257.5	118377784
464	2	1.23688963198333	0.321	258983536	1535396736
465	2	1.23898285706667	0.321	262921888	1533013376
466	2	1.24093493706667	0.321	267422128	1537152000
467	2	1.24288688505	0.363	150638592	772836160
468	2	1.24483876373333	0.363	159323968	834308480
469	2	1.24679100506667	0.363	144370816	788712896
470	2	1.248743008	7.577	10123935	53469192
471	2	1.25193623626667	7.577	10174142	55162148
472	2	1.25516314453333	7.577	10678514	55883240
473	2	1.25835256266667	10.248	4824936	75385688
474	2	1.25958623305	33.364	2032831.125	18869298
475	2	1.26330038026667	11.46	6940724.5	31236602
476	2	1.26655838935	11.46	7370732.5	32481384
477	2	1.2698205616	11.46	7144541	32072056
478	2	1.27308078586667	38.113	1850244.625	9899256
479	2	1.2767847192	38.113	1919667.75	10263797
480	2	1.280488896	38.113	1848236.375	9790691
481	1	1.28521675145	0.205	713792256	2176544256
482	2	1.28557190345	0.305	286302880	1913937408
483	2	1.28784882025	0.324	183092800	1183410688
484	2	1.28907161065	6.864	7223099	108581608
485	2	1.29344624611667	0.342	275022240	1606416256
486	2	1.29557732266667	0.342	247916752	1466700672
487	2	1.29752920291667	0.342	250761728	1473060608
488	2	1.29948121198333	0.369	143105792	772710656
489	2	1.30143317705	0.369	160064656	827597632
490	2	1.30338505705	0.369	151129808	837679488
491	2	1.30533909838333	7.304	10947242	57478356
492	2	1.30853058985	7.304	10792306	55292840
493	2	1.31172210371667	7.304	10720731	56764496
494	2	1.31490312505	22.183	6628064	28053570
495	2	1.31613674958333	8.435	4748418.5	74472848
496	2	1.31852678931667	19.382	9593618	12164381
497	2	1.32401988211667	19.382	9434521	12166752
498	2	1.32741093838333	19.382	9796973	12487486
499	2	1.33080444238333	10.619	7178257.5	32006770
500	2	1.3340519328	10.619	7160853.5	32493618
501	2	1.33729542693333	10.619	7739088	35664176
502	1	1.34156499306667	0.182	764702464	2260199424
503	2	1.34190976906667	0.324	284561696	1914110976
504	2	1.34419952213333	0.337	193629616	1263373312
505	2	1.34542251811667	6.728	7786541.5	117423072
506	2	1.3497577288	0.347	235236976	1401869952
507	2	1.3520258912	0.347	166238112	1030201088
508	2	1.3540130712	0.347	265817552	1600069888
509	2	1.35596506586667	0.373	161556688	866081280
510	2	1.35791702373333	0.373	152612624	808720448
511	2	1.35986895546667	0.373	154823536	825479872
512	2	1.36182093998333	7.113	11082522	57882808
513	2	1.36501031173333	7.113	10131840	54199528
514	2	1.3681977336	7.113	10960441	58595716
515	2	1.37137659493333	16.833	7201693.5	30169882
516	2	1.37261020428333	7.265	5017764.5	77488520
517	2	1.37490407945	21.361	9292189	11914238
518	2	1.38025141705	21.361	9886688	12659177
519	2	1.383676184	21.361	9382786	11863613
520	2	1.38712352611667	10.744	7500926	33106668
521	2	1.3903712456	10.744	6872483.5	31565312
522	2	1.39362125731667	10.744	7235772.5	33573100
523	1	1.3978948184	0.171	738630784	2242359040
524	2	1.39823967811667	0.329	292301120	2024499712
525	2	1.40052914266667	0.341	190109632	1224182272
526	2	1.4017520984	6.546	7965080.5	113441472
527	2	1.40639764373333	0.324	264373392	1568962048
528	2	1.40866791973333	0.324	253748336	1485251712
529	2	1.41061984986667	0.324	230414464	1348354304
530	2	1.41257185171667	0.36	158324944	840943040
531	2	1.41452191411667	0.36	152199088	812184384
532	2	1.41647372985	0.36	152638496	816466944
533	2	1.41842569413333	6.648	10244342	56771520
534	2	1.42164215333333	6.648	10004472	55098648
535	2	1.42482350078333	6.648	10603109	57545660
536	2	1.42799382106667	9.79	4894253	76809528
537	2	1.42922953546667	24.183	2107027.5	18570852
538	2	1.43288326026667	8.718	7586621.5	34307144
539	2	1.43609779198333	8.718	7804661.5	35127860
540	2	1.43931187893333	8.718	7741914.5	35455976
541	2	1.44252445813333	25.133	1750986.625	9544307
542	2	1.4460135696	25.133	1831873	10141222
543	2	1.4495008712	25.133	2073357.5	11023945
544	1	1.45402482346667	0.204	798493888	2388023296
545	2	1.45436937653333	0.307	300315552	1990716160
546	2	1.4566591224	0.324	208835600	1375307648
547	2	1.4578819392	6.102	7500989	111766336
548	2	1.46251078826667	0.343	239233184	1452625920
549	2	1.4646123408	0.343	231926768	1351310208
550	2	1.4665600328	0.343	231780544	1376792192
551	2	1.4685099344	0.383	154924272	816930880
552	2	1.47046191466667	0.383	134197112	734420160
553	2	1.4724139616	0.383	137973776	721321536
554	2	1.47436589306667	8.286	9850168	52975248
555	2	1.47757211198333	8.286	10047953	52946436
556	2	1.48078221146667	8.286	10385892	55711476
557	2	1.4839798424	7.772	4858483	78439744
558	2	1.4852134384	22.639	2282373.5	19864672
559	2	1.4886861968	10.01	7892659.5	34977852
560	2	1.49192318986667	10.01	7555756	34725656
561	2	1.49515839655	10.01	7564241	33951112
562	2	1.49839355626667	32.117	1812597	9888651
563	2	1.50199750293333	32.117	1883728.75	10112987
564	2	1.50560355091667	32.117	1913094.125	10629222
565	1	1.5102313592	0.158	826315648	2427259136
566	2	1.51057619731667	0.325	313675840	2128546048
567	2	1.512863816	0.343	177726288	1151461760
568	2	1.51408665013333	7.633	7505422.5	112139920
569	2	1.51864657386667	0.306	278897632	1646010368
570	2	1.521036592	0.306	250972336	1458369408
