Scan Number	MS Level	Retention Time	Ion Injection Time (ms)	BPI	TIC
571	2	1.52298980425	0.306	246306288	1495072768
572	2	1.52494204293333	0.337	167539776	901969088
573	2	1.5268938512	0.337	153224976	799660352
574	2	1.52884366293333	0.337	157097104	817731456
575	2	1.53079352	5.973	11036709	58827100
576	2	1.53396834211667	5.973	10253219	56131056
577	2	1.53713694533333	5.973	10684710	56826664
578	2	1.540301304	20.234	6409521	27221930
579	2	1.5415328272	7.668	4766853.5	72670848
580	2	1.54387634828333	17.527	9313476	11798372
581	2	1.54912990773333	17.527	10050678	12780045
582	2	1.55251095813333	17.527	9626655	12190051
583	2	1.55586906826667	8.021	7854336	35656564
584	2	1.55907092826667	8.021	7269727.5	33038346
585	2	1.56227533813333	8.021	7378828.5	33696048
586	1	1.56650280371667	0.189	700559744	2171742464
587	2	1.56684772666667	0.291	291937536	1972079232
588	2	1.56913715705	0.304	216166048	1371798272
589	2	1.5703583104	5.294	7966779.5	120194056
590	2	1.5747119472	0.308	285407232	1653205632
591	2	1.5767489328	0.308	259250224	1516114048
592	2	1.5786988296	0.308	257050688	1501199872
593	2	1.58065078185	0.331	153701824	836251008
594	2	1.58260276213333	0.331	151740144	806956416
595	2	1.58455470293333	0.331	164187312	834299200
596	2	1.58654210455	5.545	10733861	57740408
597	2	1.58970458426667	5.545	10715847	58312432
598	2	1.59286911386667	5.545	10675389	57883208
599	2	1.59602275731667	7.265	5048123	79751384
600	2	1.59725636693333	34.521	2115712	19091582
601	2	1.60060199733333	6.122	8092527	35278980
602	2	1.60378097998333	6.122	7960135.5	36544532
603	2	1.60695333971667	6.122	7562897	34522384
604	2	1.61012612746667	29.387	1997611	10731470
605	2	1.61368630851667	29.387	1936168.75	10605086
606	2	1.61724435545	29.387	1895625.375	10581108
607	1	1.62183885865	0.213	701709888	2086553600
608	2	1.62218400371667	0.292	288493696	1937217920
609	2	1.62447535545	0.303	193795040	1253103744
610	2	1.62569650798333	5.098	8125810.5	120264592
611	2	1.6299957256	0.333	271213824	1573863680
612	2	1.63200601278333	0.333	269356128	1576644224
613	2	1.6339582096	0.333	242764112	1480338432
614	2	1.6359097744	0.375	149075984	761680064
615	2	1.63786170426667	0.375	158913504	826168192
616	2	1.6398137152	0.375	160424064	855767168
617	2	1.64176582373333	7.265	10447566	55485980
618	2	1.64495933148333	7.265	9856894	53703640
619	2	1.64815079891667	7.265	10239134	55397168
620	2	1.65133174558333	5.383	5128850.5	79741616
621	2	1.65256532531667	26.521	2315422.75	20578282
622	2	1.65563560825	8.327	7506504	33282042
623	2	1.66021291571667	8.327	7285309	34167768
624	2	1.66342509411667	8.327	7562992.5	34495488
625	2	1.66664164238333	27.37	1906647.5	10359550
626	2	1.6701660776	27.37	1887913.25	10530843
627	2	1.67368871653333	27.37	1948096.625	10683828
628	1	1.67823737066667	0.225	796300992	2391201280
629	2	1.6785822064	0.315	303124064	2033431040
630	2	1.68087181253333	0.335	179442768	1185930112
631	2	1.68209709225	6.693	7673644.5	113097832
632	2	1.69152968158333	0.356	250724080	1510795904
633	2	1.69388525598333	0.356	267133088	1547934080
634	2	1.69583721571667	0.356	246202736	1478105088
635	2	1.69779143146667	0.384	161630480	834075136
636	2	1.69974316853333	0.384	149671456	778644608
637	2	1.70169725838333	0.384	146053392	781606336
638	2	1.70365976798333	7.357	10318820	56132288
639	2	1.7068532672	7.357	10316863	54432208
640	2	1.71004465946667	7.357	10761968	57546056
641	2	1.7132299312	16.596	7362732	30521848
642	2	1.71445285678333	7.1	5091269.5	78610360
643	2	1.716774356	21.915	9442251	12014003
644	2	1.72224858693333	21.915	9406032	11888001
645	2	1.72568144986667	21.915	9663320	12251742
646	2	1.72911433653333	10.582	6936878	33193190
647	2	1.73236204826667	10.582	7020361.5	31834846
648	2	1.735608244	10.582	7772492.5	35757516
649	1	1.73987916613333	0.167	765264192	2277060352
650	2	1.74022436666667	0.338	310313024	2073827584
651	2	1.74251371386667	0.351	172018368	1119875712
652	2	1.74373663013333	6.769	7567608.5	111958728
653	2	1.74823211706667	0.321	248100512	1489055872
654	2	1.75048786	0.321	262910400	1544216064
655	2	1.7524794336	0.321	237653072	1405516544
656	2	1.75443139893333	0.351	145251344	797969408
657	2	1.75638562078333	0.351	153472016	799003136
658	2	1.7583373712	0.351	161093504	853092672
659	2	1.76029158533333	7.159	10251264	56858728
660	2	1.76348092506667	7.159	10235952	56609248
661	2	1.76667256638333	7.159	9764888	52826672
662	2	1.76985553438333	18.352	7177723	29991476
663	2	1.77107629758333	9.701	4647276	72267632
664	2	1.7734917344	25.676	9289050	11691746
665	2	1.7791409856	25.676	8932723	11398786
666	2	1.78263592373333	25.676	9388506	11844584
667	2	1.78615888986667	12.891	6921559.5	32720646
668	2	1.78944383413333	12.891	6631036.5	31202246
669	2	1.79272693893333	12.891	7103337	32159266
670	1	1.79703629945	0.173	770544000	2262461696
671	2	1.79738094825	0.304	306512000	2084452096
672	2	1.7996748144	0.318	193197424	1245356672
673	2	1.80090180371667	5.955	8045373	118858192
674	2	1.80529092001667	0.294	283844736	1649573760
675	2	1.80748649973333	0.294	244213904	1442100224
676	2	1.8094384784	0.294	282741312	1624675840
677	2	1.8113902848	0.341	145726608	771141376
678	2	1.81334229148333	0.341	156547472	828001984
679	2	1.81529418188333	0.341	169124704	871277760
680	2	1.8172461888	7.342	10780426	58755376
681	2	1.82046895813333	7.342	10018328	55334428
682	2	1.8236688344	7.342	9796601	54367696
683	2	1.82685189146667	21.167	6676637.5	28326420
684	2	1.82808964533333	8.741	4847344	75712976
685	2	1.8311777344	23.568	9103663	11520937
686	2	1.83667859146667	23.568	8639144	10883401
687	2	1.84013862291667	23.568	8662333	10934388
688	2	1.84360086426667	8.906	7446955	34620820
689	2	1.84682142666667	8.906	7663896	34055620
690	2	1.85004206401667	8.906	7809853	37053372
691	1	1.8542951936	0.209	783258496	2322593536
692	2	1.85463979226667	0.279	300606592	2018704256
693	2	1.85692947333333	0.297	203292256	1305117952
694	2	1.85815221786667	6.759	7320952	109125696
695	2	1.86250622371667	0.313	261765120	1562559872
696	2	1.86475144691667	0.313	241103968	1442263808
697	2	1.86670340158333	0.313	230287936	1396849536
698	2	1.86865541733333	0.345	153116896	822387072
699	2	1.87060545651667	0.345	149584880	766775552
700	2	1.87255720691667	0.345	150437280	759900544
701	2	1.87450919813333	5.924	10198897	56389320
702	2	1.877675652	5.924	10598389	56621248
703	2	1.88084236266667	5.924	11180078	60132208
704	2	1.88400029733333	6.979	4619764.5	74227184
705	2	1.8852338496	49.431	2018830.625	17829220
706	2	1.8885879304	9.634	7052720	31532448
707	2	1.89181860051667	9.634	6930757.5	32897410
708	2	1.89504960933333	9.634	7131627	33937124
709	2	1.89828079653333	35.719	1693346.875	9291779
710	2	1.90194497706667	35.719	1858718.375	10239907
711	2	1.90560940506667	35.719	1712974.5	9559841
712	1	1.91029760186667	0.289	660263936	1965776640
713	2	1.91064448693333	0.296	301197952	2011133952
714	2	1.91293503013333	0.31	175463824	1125080576
715	2	1.91415539146667	5.362	7959133	116583720
716	2	1.91834833146667	0.413	248323168	1451707648
717	2	1.92046871333333	0.413	275022336	1604638464
718	2	1.922420876	0.413	259298640	1515369856
719	2	1.92437488933333	0.47	150208160	775868032
720	2	1.92633509331667	0.47	142022960	759028352
721	2	1.92828916531667	0.47	155719008	810650368
722	2	1.93024541013333	6.227	10920696	59959312
723	2	1.93342008373333	6.227	9923220	54583376
724	2	1.93659485173333	6.227	10265386	57102092
725	2	1.93975925095	32.973	2027896.125	17948614
726	2	1.94098250611667	8.49	4612775	74613080
727	2	1.94403187278333	27.02	1769954.875	9791936
728	2	1.94755527305	27.02	1838602.125	10095572
729	2	1.95107520905	27.02	1863260.375	10162962
730	2	1.95461870825	12.685	6652972.5	31087976
731	2	1.9579018576	12.685	6783058	31500256
732	2	1.96118291706667	12.685	6761265.5	31901182
733	1	1.96548806638333	0.153	831838016	2420816640
734	2	1.96583279145	0.391	280330112	1900959616
735	2	1.96812229411667	0.417	183768128	1213234048
736	2	1.96934353093333	5.584	7980927.5	116932216
737	2	1.97405128533333	0.322	255967024	1457894528
738	2	1.97610078213333	0.322	212547680	1263201152
739	2	1.9780525952	0.322	246816992	1459237248
740	2	1.98000452505	0.357	146786576	785254528
741	2	1.98195653065	0.357	152525280	791175744
742	2	1.98390851893333	0.357	155028320	845204352
743	2	1.9858979584	7.671	9882846	54515936
744	2	1.989095756	7.671	9544372	52945968
745	2	1.9922934784	7.671	10172041	55013564
746	2	1.99548095653333	21.67	6788894	28755038
747	2	1.99671419386667	11.34	4346177.5	70287152
748	2	1.99901867465	22.869	9245818	11711947
749	2	2.00468461093333	22.869	9026912	11497217
750	2	2.00813218265	22.869	9067090	11427510
751	2	2.01157768826667	9.774	7208632	34307192
752	2	2.01480869973333	9.774	7409184.5	33477488
753	2	2.01804176533333	9.774	6516423	31105620
754	1	2.02230935148333	0.176	759165184	2287185664
755	2	2.02265411678333	0.305	306122656	2043534464
756	2	2.02494385895	0.321	187643296	1221216384
757	2	2.02616503813333	7.067	7306266.5	108497920
758	2	2.03070166691667	0.301	275370816	1592122368
759	2	2.0328762336	0.301	254862016	1471143168
760	2	2.034824188	0.301	248565456	1481753088
761	2	2.03677175333333	0.348	150698080	797779136
762	2	2.03872375438333	0.348	157348016	801782400
763	2	2.04067782426667	0.348	165823424	868853376
764	2	2.04262560053333	9.19	10136497	55136524
765	2	2.04584835973333	9.19	10035731	54366060
766	2	2.0490689624	9.19	9757894	53387256
767	2	2.05229177626667	22.51	2160872.75	18897268
768	2	2.05351492133333	7.205	4722742	77473648
769	2	2.05640825786667	34.966	1795590.75	9617138
770	2	2.06005832186667	34.966	1927238.625	10399832
771	2	2.06371178106667	34.966	1784894.5	9668803
772	2	2.06736158213333	16.123	6484597	29933976
773	2	2.07070095598333	16.123	6947156	31317914
774	2	2.07403823946667	16.123	6602898.5	30459966
775	1	2.0784014448	0.178	746972736	2193073408
776	2	2.0787442616	0.286	300608256	2024093440
777	2	2.08103594746667	0.306	194940720	1266281344
778	2	2.08225913386667	8.464	7212792.5	109756248
779	2	2.0866690832	0.308	260435728	1551814272
780	2	2.089122756	0.308	263432576	1530048512
781	2	2.09107245893333	0.308	266329392	1579162368
782	2	2.09302863333333	0.359	157813040	824531584
783	2	2.09497852773333	0.359	165404640	864532096
784	2	2.09693064533333	0.359	149719040	795618304
785	2	2.0988825424	6.993	10759054	58648888
786	2	2.10207183733333	6.993	9918799	55022136
787	2	2.10525702026667	6.993	10266542	56530960
788	2	2.10843185173333	10.148	4664540	76639720
789	2	2.109669784	31.832	2145174.25	19405316
790	2	2.11344442666667	10.32	7000867	32373160
791	2	2.11668553333333	10.32	7479147.5	33937180
792	2	2.11995199946667	10.32	6855914	32278708
793	2	2.1231934664	32.436	1821309.125	10150214
794	2	2.1267994304	32.436	1828700.375	10108557
795	2	2.13040965226667	32.436	1732401.625	9379334
796	1	2.13504385066667	0.26	722638464	2184419328
797	2	2.1353909144	0.292	311831168	2094865792
798	2	2.13768024693333	0.314	189605232	1218269440
799	2	2.1389013816	6.397	7721224.5	116763552
800	2	2.14333826611667	0.361	265885232	1530844672
801	2	2.14554823813333	0.361	251864928	1552216064
802	2	2.14750053413333	0.361	247559632	1453515136
803	2	2.14945214478333	0.406	156669840	791140736
804	2	2.15140428265	0.406	169323584	890748864
805	2	2.15338939838333	0.406	155890432	814592000
806	2	2.15534185198333	6.799	10024727	54395688
807	2	2.15852470718333	6.799	9593553	53790996
808	2	2.16170554531667	6.799	10061664	56759204
809	2	2.16488051198333	7.753	4735641	75744944
810	2	2.16611416985	27.566	2319748.25	20110788
811	2	2.16956574265	10.742	6877719.5	32140100
812	2	2.17281968585	10.742	7335962	33975520
813	2	2.17606712265	10.742	6867334	32360360
814	2	2.1793169864	35.99	1818076.75	9988631
815	2	2.18298381838333	35.99	1806242.5	9850519
816	2	2.1866796392	35.99	1745718.75	9698184
817	1	2.19138180478333	0.173	808960768	2370251008
818	2	2.19172693731667	0.342	298086976	1977156992
819	2	2.1940142024	0.364	211056976	1352614144
820	2	2.19523742691667	6.224	7834831	113925752
821	2	2.19988021866667	0.327	268286992	1568306944
822	2	2.20208416613333	0.327	249708544	1499022080
823	2	2.20403616745	0.327	283660896	1640241152
824	2	2.20598809625	0.357	154143744	822098752
825	2	2.20794005118333	0.357	133691520	705119616
826	2	2.20989204506667	0.357	160010080	814772608
827	2	2.21184398105	7.543	9777191	55538460
828	2	2.21503969518333	7.543	10115198	54867864
829	2	2.21823554451667	7.543	9941842	54151956
830	2	2.22143092078333	8.497	4778980.5	76743288
831	2	2.22266452771667	32.982	2051178.25	18222928
832	2	2.22624308931667	11.688	6742183	30431492
833	2	2.22950775358333	11.688	6669078.5	32390262
834	2	2.23277187811667	11.688	7142883.5	33305442
835	2	2.23603835545	32.587	1770375.625	9869099
836	2	2.23965293091667	32.587	1845960	9826730
837	2	2.243264984	32.587	1751990.75	9649085
838	1	2.2479009264	0.197	788117312	2303054336
839	2	2.24824391306667	0.31	314146816	2121162752
840	2	2.25053560825	0.325	185968000	1219749760
841	2	2.25175861811667	6.74	7710945	110911784
842	2	2.25631236878333	0.341	273849600	1577459328
843	2	2.25841391411667	0.341	37166724	225151616
844	2	2.26036593091667	0.341	240139312	1425788160
845	2	2.26231584906667	0.377	158754048	819912768
846	2	2.26426780986667	0.377	159282608	805336000
847	2	2.26622223145	0.377	146484256	781163712
848	2	2.26817795626667	7.76	9761268	53130100
849	2	2.2713777592	7.76	10117654	55530548
850	2	2.27457546533333	7.76	10341302	55789896
851	2	2.27776484426667	9.931	4414014	70996072
852	2	2.27899847866667	30.093	2158187.25	19145330
853	2	2.28246908746667	7.929	6894396.5	32042208
854	2	2.28654556426667	7.929	6942394.5	33180058
855	2	2.289747452	7.929	7295467.5	34038248
856	2	2.29294954133333	42.325	1768822.5	9616491
857	2	2.296721984	42.325	1739198.375	9667536
858	2	2.3005030568	42.325	1747709.75	9756150
859	1	2.3053015944	0.172	797022016	2368068352
860	2	2.30564654773333	0.323	306045088	2063371008
861	2	2.3079360728	0.338	173799136	1124493568
862	2	2.30915921573333	7.147	7518147	113781136
863	2	2.31957953306667	0.331	272205184	1567665280
864	2	2.3218935008	0.331	251658176	1463773056
865	2	2.32384521466667	0.331	238845632	1412351104
866	2	2.32579715813333	0.35	155656960	809239104
867	2	2.32774930691667	0.35	147866864	765208704
868	2	2.32970319545	0.35	159834144	839356288
869	2	2.33165527625	6.495	10206610	57338500
870	2	2.33483426986667	6.495	10167072	56325264
871	2	2.33801102826667	6.495	10310426	56231196
872	2	2.34118187226667	7.215	5114380	79790248
873	2	2.34240462211667	35.757	2019483.625	17657266
874	2	2.34583589706667	13.881	6824526.5	31042344
875	2	2.34913742933333	13.881	6309941	30057118
876	2	2.35246847813333	13.881	6784355	31747232
877	2	2.35577250613333	34.394	1784604.25	9692525
878	2	2.3594181952	34.394	1675984.875	9208554
879	2	2.36306156293333	34.394	1819630	10060841
880	1	2.36772905173333	0.198	713289984	2111986432
881	2	2.36807383998333	0.313	301160000	2022071168
882	2	2.3703675928	0.322	191715264	1222329856
883	2	2.37159284426667	5.908	7761853	116811568
884	2	2.37614829865	0.328	257049616	1495311488
885	2	2.37840629358333	0.328	241141616	1402504704
886	2	2.38035848933333	0.328	244067056	1443710464
887	2	2.38231242078333	0.363	152950064	816715008
888	2	2.38426441278333	0.363	137478176	713312640
889	2	2.38625811813333	0.363	151722336	794064128
890	2	2.38821197358333	6.249	10100681	56358332
891	2	2.39138683545	6.249	10180481	55736956
892	2	2.3945616312	6.249	10065670	54252292
893	2	2.397728012	11.977	4550011.5	72598472
894	2	2.39894902878333	28.853	2082326.25	18416320
895	2	2.40276115251667	6.825	7360999.5	33295092
896	2	2.40594421918333	6.825	7143157.5	34821000
897	2	2.40912948505	6.825	7090716	34559476
898	2	2.41231493145	23.554	1892552.625	10330842
899	2	2.41577700771667	23.554	1792196.75	9599262
900	2	2.41927057065	23.554	1807222.875	10112027
901	1	2.42375643651667	0.196	767142848	2241214976
902	2	2.4240994368	0.31	312290912	2105337600
903	2	2.42639126508333	0.327	185634704	1184435200
904	2	2.42761454906667	5.709	7880143	115198064
905	2	2.43218883093333	0.332	283147392	1649359360
906	2	2.43437362318333	0.332	255134592	1481652096
907	2	2.43632562293333	0.332	245992944	1466075648
908	2	2.43827754638333	0.369	165629136	889219712
909	2	2.44022960905	0.369	147428144	775073216
910	2	2.44218379518333	0.369	146405184	768285696
911	2	2.44413761171667	7.1	9507638	51364464
912	2	2.44732697225	7.1	10027352	55105236
913	2	2.45051642798333	7.1	9778259	54086636
914	2	2.45370831708333	5.749	5155812	78770000
915	2	2.45494358426667	21.745	2106081.25	18324308
916	2	2.45809326455	13.117	6662834	31883614
917	2	2.46138034266667	13.117	6939001	32503426
918	2	2.464669712	13.117	6851824	32299028
919	2	2.46795696666667	32.717	1686696.125	9256210
920	2	2.47157136053333	32.717	1737107.5	9406641
921	2	2.47518592266667	32.717	1789563.75	9920923
922	1	2.4798261664	0.202	739856640	2215133952
923	2	2.48017101678333	0.314	286214720	1942388992
924	2	2.48246254453333	0.332	189837680	1214674816
925	2	2.48368381546667	6.54	7308343.5	109101888
926	2	2.48808285813333	0.338	276085600	1616222208
927	2	2.49017016293333	0.338	258940736	1500290944
928	2	2.49212203626667	0.338	238076896	1428750592
929	2	2.49407398958333	0.369	151996064	783311168
930	2	2.49602623546667	0.369	152228176	793993792
931	2	2.4979800112	0.369	159141824	830533056
932	2	2.49993408186667	6.701	10199709	55598288
933	2	2.50311516586667	6.701	10003372	55530640
934	2	2.506298664	6.701	9854586	53631308
935	2	2.5094689616	8.442	4660072.5	74561840
936	2	2.51069394985	29.591	2030084	18078750
937	2	2.51421023145	10.271	6837352.5	32279270
938	2	2.51745416051667	10.271	6933399	32843866
939	2	2.52071824505	10.271	6554452	30902146
940	2	2.52395969198333	29.327	1695802.75	9292493
941	2	2.52752035173333	29.327	1850012.375	10223802
942	2	2.53107583226667	29.327	1880552.5	10474004
943	1	2.53565794426667	0.228	776447232	2271830272
944	2	2.53600277145	0.32	274951232	1813802752
945	2	2.53829470771667	0.334	187669712	1207849472
946	2	2.5395175344	5.892	8013637	117009440
947	2	2.54383378586667	0.366	262072864	1563788288
948	2	2.54588942771667	0.366	185152640	1132551168
949	2	2.54783930905	0.366	247848096	1432278144
950	2	2.54978919198333	0.414	141111088	740521408
951	2	2.55174140213333	0.414	156154336	826077568
952	2	2.553726508	0.414	164396192	862529152
953	2	2.5556765992	6.894	10240480	56190216
954	2	2.55886162826667	6.894	9957521	55538668
955	2	2.5620510264	6.894	10163115	56284056
956	2	2.56522582373333	9.405	4843673	78883544
957	2	2.56644899093333	27.083	2210872.5	19638454
958	2	2.56998013306667	12.55	6921601	32302128
959	2	2.57325652053333	12.55	6414739.5	31216514
960	2	2.5765377792	12.55	6707533	31483392
961	2	2.57981862666667	26.711	1759779.875	9409690
962	2	2.58333091573333	26.711	2005073.375	10827504
963	2	2.58687473973333	26.711	1900822.5	10757428
964	1	2.59141266986667	0.201	704368192	2133528320
965	2	2.59175799468333	0.347	269538240	1849309312
966	2	2.59404707386667	0.376	184024880	1194177408
967	2	2.59526805413333	5.838	7688950.5	116789432
968	2	2.5999298024	0.363	265512128	1535920640
969	2	2.6020379576	0.363	262534880	1523150080
970	2	2.6039899216	0.363	229927440	1368509568
971	2	2.6059418952	0.403	141224832	728898816
972	2	2.60789178186667	0.403	164810032	806577280
973	2	2.60984583626667	0.403	150414720	792383808
974	2	2.61179782906667	6.678	10220046	55994876
975	2	2.61497487093333	6.678	10043424	55088440
976	2	2.61815584905	6.678	10040842	55672372
977	2	2.62133889758333	9.64	4543909.5	73668744
978	2	2.62256213491667	24.213	2246332.75	20169054
979	2	2.626086752	11.859	7141750	32934524
980	2	2.62935299146667	11.859	6696523	31887952
981	2	2.63262148186667	11.859	6735585.5	31522276
982	2	2.63588796373333	25.902	1757334.125	9739033
983	2	2.63938780373333	25.902	1948256.25	10661448
984	2	2.6428876352	25.902	1822127.375	10011801
985	1	2.64741317333333	0.249	709618496	2107983232
986	2	2.64776025735	0.344	289951104	1938133632
987	2	2.6500476968	0.365	185389056	1206836736
988	2	2.65126854853333	6.076	8388826	122464616
989	2	2.65609758	0.384	263142848	1540601728
990	2	2.65839063653333	0.384	239704320	1413756032
991	2	2.66034470533333	0.384	248526528	1487560704
992	2	2.6622967208	0.421	144935712	782822144
993	2	2.66424863306667	0.421	157624192	828276864
994	2	2.6662028392	0.421	143065552	735703488
995	2	2.66815673653333	8.713	9455968	50203452
996	2	2.67137317466667	8.713	9565409	51236608
997	2	2.67458762773333	8.713	9428209	51583236
998	2	2.677793616	22.695	7083280	29794854
999	2	2.67902512695	9.65	4674559	74714888
1000	2	2.68157289733333	29.45	8433843	10780104
1001	2	2.68513068826667	29.45	8545541	10935965
1002	2	2.68871379173333	29.45	8046455.5	10330321
1003	2	2.69227418695	13.082	6395561	30817638
1004	2	2.69556126666667	13.082	6515097.5	31474894
1005	2	2.69884860906667	13.082	6359106.5	30476024
1006	1	2.7031619248	0.142	820199040	2379414528
1007	2	2.70350673971667	0.364	294846880	1976753152
1008	2	2.705796272	0.381	194875632	1271636736
1009	2	2.7070175488	8.015	7746803.5	114427960
1010	2	2.71182269733333	0.31	238715040	1425993344
1011	2	2.71419173735	0.31	251890784	1520979840
1012	2	2.71614131335	0.31	252293040	1474580992
1013	2	2.71809311973333	0.346	150365376	806698752
1014	2	2.7200846864	0.346	153078928	810116160
1015	2	2.7220388344	0.346	162299248	839847808
1016	2	2.72399113815	7.137	9986165	53360024
1017	2	2.72718008933333	7.137	10100214	54752148
1018	2	2.73037788293333	7.137	9888837	54523656
1019	2	2.73355699171667	10.541	4633102.5	73033968
1020	2	2.7347923648	36.923	2117498.25	19018100
1021	2	2.73839393866667	8.79	6841559.5	31893926
1022	2	2.74160634211667	8.79	6956903.5	32697608
1023	2	2.74482270691667	8.79	6535196	31175340
1024	2	2.74803917385	25.2	1891558.875	9931222
1025	2	2.75153089653333	25.2	1836191.375	10197309
1026	2	2.75505151785	25.2	1914426.625	10384922
1027	1	2.75956649066667	0.212	728620992	2171645696
1028	2	2.75990936293333	0.294	274314560	1816379264
1029	2	2.76220137546667	0.312	177944032	1143674752
1030	2	2.76342420906667	6.514	7600717	116588096
1031	2	2.7676778648	0.345	259007408	1517354240
1032	2	2.76994189093333	0.345	251538032	1494010624
1033	2	2.77189594853333	0.345	226996080	1359754368
1034	2	2.77384794026667	0.374	153483152	799037952
1035	2	2.77579987253333	0.374	151488384	816449344
1036	2	2.77775601358333	0.374	154972928	814032064
1037	2	2.77971431865	7.564	9739418	54311744
1038	2	2.78291413758333	7.564	9804812	54318072
1039	2	2.78613904238333	7.564	9616987	53897716
1040	2	2.78932615251667	6.914	5236146.5	82130432
1041	2	2.79055544505	35.152	4313060	21453410
1042	2	2.79398653493333	12.663	7024155	32778052
1043	2	2.79726976826667	12.663	6515602	30609476
1044	2	2.8005525496	12.663	6185804	29821446
1045	2	2.80383357893333	64.98	1506929.25	7662796
1046	2	2.80798747893333	64.98	1526300.75	7765730
1047	2	2.81214159226667	64.98	1552300.125	7967115.5
1048	1	2.8173212736	0.136	866023296	2443848960
1049	2	2.817664364	0.327	287504512	1884395392
1050	2	2.8199661712	0.34	195031296	1278128512
1051	2	2.82117741866667	6.64	7647593.5	115185360
1052	2	2.8257011576	0.288	283793760	1644354048
1053	2	2.82791734666667	0.288	234088368	1396531072
1054	2	2.8298693304	0.288	233939920	1407747456
1055	2	2.83182129811667	0.313	153831728	809424192
1056	2	2.83377325731667	0.313	162299136	828789312
1057	2	2.83572938346667	0.313	163202928	861296192
1058	2	2.83767931413333	7.351	9615765	52529960
1059	2	2.84087291093333	7.351	9884321	53918492
1060	2	2.8440643608	7.351	9544101	52106180
1061	2	2.84724745733333	12.707	8075677.5	33845700
1062	2	2.84849249388333	8.227	4527843	73151072
1063	2	2.85058690266667	25.973	8479903	10731693
1064	2	2.85610530585	25.973	9081750	11552289
1065	2	2.85960508211667	25.973	9216259	11644304
1066	2	2.86310686718333	7.678	7365391	35657264
1067	2	2.86630668878333	7.678	6860200.5	33706300
1068	2	2.86950462878333	7.678	6755460.5	33453524
1069	1	2.87372593813333	0.229	764499456	2216444672
1070	2	2.87407088346667	0.273	297260800	1976735232
1071	2	2.8763625336	0.287	191898480	1232669056
1072	2	2.8775898304	6.738	7524475	114489536
1073	2	2.88172283093333	0.332	244705360	1471242624
1074	2	2.88395774561667	0.332	233482880	1401876864
1075	2	2.8859449304	0.332	254303824	1498526720
1076	2	2.88789696186667	0.36	160170608	832473088
1077	2	2.88984888026667	0.36	163369472	836654976
1078	2	2.89179873866667	0.36	149649744	796458240
1079	2	2.8937507744	6.423	10705355	57388612
1080	2	2.8969277184	6.423	10229545	55565724
1081	2	2.90010455386667	6.423	9703744	53576104
1082	2	2.90327098746667	22.856	6730738.5	28336946
1083	2	2.90450665013333	6.432	4689110.5	74268112
1084	2	2.90690766695	18.858	9624549	12304623
1085	2	2.91203579946667	18.858	9270546	11769163
1086	2	2.9154181856	18.858	9318824	11811340
1087	2	2.91880959333333	10.991	6718164.5	31788426
1088	2	2.92206355171667	10.991	6823715	31978192
1089	2	2.92531756825	10.991	6311541	32180026
1090	1	2.92959344	0.209	774904448	2308483072
1091	2	2.92993818586667	0.314	282924000	1855155456
1092	2	2.93222777358333	0.325	192326608	1265438592
1093	2	2.93344872133333	5.871	7995014	116044128
1094	2	2.94389209093333	0.338	257814624	1536615936
1095	2	2.94822676133333	0.338	243290000	1447946752
1096	2	2.95017845813333	0.338	265919744	1526085888
1097	2	2.9521411616	0.377	147772016	773555968
1098	2	2.9540947624	0.377	145309312	754891648
1099	2	2.95605093013333	0.377	145494192	779789632
1100	2	2.95800498773333	6.059	9851601	54594696
1101	2	2.96117582133333	6.059	9784324	53831160
1102	2	2.964346364	6.059	9962701	54433768
1103	2	2.96751065946667	26.259	2233277.75	19793928
1104	2	2.9687336648	9.639	4642283	74428760
1105	2	2.97181708293333	28.745	1765698.125	9580127
1106	2	2.97536456533333	28.745	1979014.875	10720027
1107	2	2.97891205973333	28.745	1836845.875	9889472
1108	2	2.98246186133333	9.794	6308927.5	30461786
1109	2	2.9857262352	9.794	6917052	33694572
1110	2	2.98896163813333	9.794	6649505.5	33233712
1111	1	2.99321845518333	0.204	820032896	2389907456
1112	2	2.9935636416	0.32	290862880	1926244608
1113	2	2.99585290426667	0.339	204954688	1336748032
1114	2	2.99708181573333	5.451	8348164	123349616
1115	2	3.00176085785	0.339	274128000	1586136832
1116	2	3.00391033173333	0.339	267798160	1525212928
1117	2	3.00586044773333	0.339	242185712	1395510912
1118	2	3.00781428665	0.375	153560416	805910464
1119	2	3.00976834825	0.375	158278176	833673728
1120	2	3.01173077145	0.375	140228912	751867584
1121	2	3.01368277571667	5.799	10026873	54394308
1122	2	3.01685157065	5.799	9964528	52555560
1123	2	3.02004902665	5.799	10376947	56908112
1124	2	3.02320709438333	20.269	6813104	29325038
1125	2	3.02443446826667	8.888	4985636	79852080
1126	2	3.02681818213333	21.192	8922556	11390057
1127	2	3.03250041146667	21.192	9179172	11599265
1128	2	3.03592093466667	21.192	8753855	11132979
1129	2	3.039343664	8.724	6804310.5	32670336
1130	2	3.04256007413333	8.724	6544214.5	31410698
1131	2	3.04577484053333	8.724	6928001	34526972
1132	1	3.0500149848	0.164	868419648	2577040128
1133	2	3.05035990613333	0.321	281172832	1885955584
1134	2	3.05265959975	0.339	182524336	1186375168
1135	2	3.0538722648	5.339	7525776	115632864
1136	2	3.05838410026667	0.308	21161592	151265248
1137	2	3.06049635493333	0.308	252491344	1549961216
